numerical_id,idiom,idiom_literal_translation,idiomatic_meaning,idiomatic_meaning_translation,familiarity,sd_familiarity,n_familiarity,knowledge,sd_knowledge,n_knowledge,knowledge_%,decomposability,n_decomposability,literality,sd_literality,n_literality,predictability_%,n_predictability,valence,sd_valence,n_valence,arousal,sd_arousal,n_arousal,length_in_letters,length_in_words
403,Estar en una encrucijada,To be at a crossroads,Indecisión ante una situación difícil,Being indecisive in a difficult situation,4.0,2.0,21,5.476190476190476,2.159,20,76.19047619047619,0.7391304347826086,23,4.954545454545454,1.838,22,5.0,20,2.1,0.788,21,3.625,1.377,24,21,4
404,Estar encantado de conocerse,To be pleased to know oneself,Persona vanidosa/narcisista,Vain/narcissistic person,5.9523809523809526,1.396,21,6.0,1.237,18,5.555555555555555,0.6190476190476191,21,5.5,1.85,20,39.130434782608695,23,4.6923076923076925,2.093,26,4.0,2.0,20,25,4
405,Estar enchufado,To be plugged in,Conseguir un beneficio por tener buenas relaciones,Making a profit by having good relationships,5.761904761904762,1.221,21,6.15,1.565,20,85.0,0.2857142857142857,21,3.090909090909091,1.974,22,0.0,17,3.0,1.643,21,4.714285714285714,1.765,21,14,2
406,Estar encima de alguien,To be on top of someone,Vigilarlo con atención,Keep a close eye on it,5.476190476190476,1.806,21,6.142857142857143,1.558,20,66.66666666666666,0.4090909090909091,22,6.090909090909091,1.54,22,19.047619047619047,21,3.0,1.029,19,3.84,1.772,25,20,4
407,Estar entre dos fuegos,To be between two fires,Encontrarse en un dilema,Finding yourself in a dilemma,2.6666666666666665,1.653,21,3.9523809523809526,2.617,20,47.61904761904761,0.625,24,5.904761904761905,1.758,21,0.0,19,2.7777777777777777,0.732,19,4.217391304347826,1.565,23,19,4
408,Estar entre la espada y la pared,To be between a sword and a wall,Encontrase ante dos opciones difíciles,Faced with two difficult choices,5.857142857142857,1.008,28,6.578947368421052,0.961,19,100.0,0.7142857142857143,28,5.157894736842105,1.951,19,95.0,20,1.7894736842105263,0.713,19,3.923076923076923,2.415,26,26,7
409,Estar entre Pinto y Valdemoro,To be between Pinto and Valdemoro,Estar indeciso,Being undecided,2.9285714285714284,2.054,28,3.9473684210526314,2.198,19,47.368421052631575,0.09090909090909091,22,2.4,1.724,15,38.095238095238095,21,3.4166666666666665,0.669,12,3.272727272727273,1.348,11,25,5
410,Estar forrado de pasta,To be loaded with money,Tener mucho dinero,Have a lot of money,5.857142857142857,1.062,21,6.85,0.489,20,100.0,0.7333333333333333,30,3.391304347826087,1.803,23,11.11111111111111,18,6.238095238095238,1.044,21,4.636363636363637,1.787,22,19,4
411,Estar frito,To be fried,Dormido,Asleep,6.285714285714286,1.271,21,6.666666666666667,0.617,15,93.33333333333333,0.21428571428571427,28,3.85,2.455,20,0.6191950464396285,17,2.8214285714285716,1.307,28,2.608695652173913,2.083,23,10,2
412,Estar fuera de juego,To be out of the game,"Fuera de lugar, marginado","Out of place, marginalized",5.095238095238095,1.338,21,4.8,2.077,15,40.0,0.8695652173913043,23,5.190476190476191,2.089,21,5.0,20,2.4642857142857144,0.881,28,2.6956521739130435,1.743,23,17,4
413,Estar fuera de sí,To be out of your mind,Alterado o furioso,Upset or angry,5.541666666666667,1.587,24,6.0,1.764,19,89.47368421052632,0.6333333333333333,30,2.272727272727273,1.98,22,21.052631578947366,19,2.0714285714285716,0.766,28,3.5,1.933,20,14,4
414,Estar hasta el gorro,To be up to the cup,Muy cansado (de alguien o algo),Very tired (of someone or something),5.5,1.573,20,6.75,0.444,20,95.0,0.2727272727272727,22,2.6956521739130435,1.329,23,8.108108108108109,19,1.8888888888888888,0.963,18,4.875,1.872,24,17,4
415,Estar hasta el moño,To be up to one's bun,Muy cansado (de alguien o algo),Very tired (of someone or something),6.428571428571429,0.811,21,6.933333333333334,0.258,15,100.0,0.34782608695652173,23,2.55,2.259,20,43.24324324324324,19,1.8518518518518519,0.818,27,4.521739130434782,2.254,23,16,4
416,Estar hasta la coronilla,To be up to one's crown,Muy cansado (de alguien o algo),Very tired (of someone or something),5.666666666666667,1.742,21,6.285714285714286,1.554,20,90.47619047619048,0.3,30,2.590909090909091,1.894,22,17.647058823529413,17,1.7619047619047619,0.625,22,4.56,1.938,25,21,4
417,Estar hasta las narices,To be up to one's nose,Muy cansado (de alguien o algo),Very tired (of someone or something),6.590909090909091,0.854,22,6.954545454545454,0.213,22,100.0,0.20833333333333334,24,2.4444444444444446,1.653,18,52.38095238095239,21,1.36,0.569,25,3.8518518518518516,2.685,27,20,4
418,Estar hecho mierda,Be done shit,Estar muy cansado,Being very tired,6.464285714285714,1.105,28,6.842105263157895,0.375,19,100.0,0.7692307692307693,26,2.6315789473684212,1.921,19,10.0,20,1.0526315789473684,0.229,19,2.0384615384615383,1.637,26,16,3
419,Estar hecho polvo,Be done dust,Muy cansado/triste,Very tired/sad,6.636363636363637,0.953,22,6.909090909090909,0.426,22,100.0,0.7307692307692307,26,2.4444444444444446,1.617,18,27.500000000000004,20,1.52,0.653,25,2.2222222222222223,1.928,27,15,3
420,Estar hecho un Cristo,Done a Christ,"Con mal aspecto exterior, con magulladuras o heridas","Looking bad on the outside, with bruises or wounds",5.809523809523809,1.289,21,5.190476190476191,2.159,20,60.0,0.375,24,2.590909090909091,1.736,22,1.8181818181818181,18,1.8095238095238095,0.68,22,3.6,1.78,25,18,4
421,Estar hecho un lío,To be a mess,"Estar confundido, indeciso","Being confused, undecided",6.9,0.305,30,6.809523809523809,0.402,21,100.0,0.84,25,2.9047619047619047,2.047,21,27.27272727272727,18,1.9310344827586208,0.651,29,3.206896551724138,1.698,29,15,4
422,Estar hecho un toro,To be a bull,Estar muy fuerte,Being very strong,4.818181818181818,2.152,22,5.909090909090909,1.875,22,86.36363636363636,0.6333333333333333,30,3.2222222222222223,1.555,18,16.363636363636363,18,6.0,1.18,24,5.296296296296297,1.564,27,16,4
423,Estar lleno hasta la bandera,To be full to the flag,No cabe nadie más,No room for anyone else,2.857142857142857,2.175,21,3.8333333333333335,2.282,18,33.33333333333333,0.36,25,2.6,1.682,15,21.73913043478261,23,4.083333333333333,1.666,24,4.0,1.94,18,24,5
424,Estar loco de atar,To be crazy to tie,Estar muy loco,Being very mad,4.571428571428571,1.938,21,5.166666666666667,1.917,18,88.88888888888889,0.9130434782608695,23,5.052631578947368,1.9,19,8.695652173913043,23,2.3846153846153846,1.525,26,4.65,1.725,20,15,4
425,Estar manga por hombro,To be sleeve over the shoulder,En abandono y desorden,In abandonment and disorder,4.0476190476190474,1.884,21,3.761904761904762,2.587,20,42.857142857142854,0.13043478260869565,23,2.8,1.824,20,50.0,18,2.95,1.234,21,3.0869565217391304,1.73,23,19,4
426,Estar mano sobre mano,To be hand over hand,Estar sin hacer nada,To be doing nothing,3.2222222222222223,2.082,27,2.9047619047619047,2.211,21,9.523809523809524,0.30434782608695654,23,4.791666666666667,2.245,24,11.76470588235294,17,4.625,1.586,16,2.6363636363636362,1.286,11,18,4
427,Estar más ancho que largo,To be wider than long,Despreocupado y tranquilo,To be carefree and quiet,4.523809523809524,2.015,21,4.0476190476190474,2.578,20,14.285714285714285,0.07692307692307693,26,4.666666666666667,2.176,21,40.0,20,4.368421052631579,1.95,20,3.88,1.81,25,21,5
428,Estar más colgado que un cuadro,To be more hung than a painting,"Tener forma de vida bohemia, apartada de lo aceptado","Having a bohemian way of life, away from the accepted",2.7142857142857144,1.848,21,4.75,2.425,20,0.0,0.3181818181818182,22,3.0434782608695654,2.078,23,5.263157894736842,19,2.4285714285714284,1.076,21,3.0,1.68,18,26,6
429,Estar molido,To be ground,Estar muy cansado,To be very tired,4.904761904761905,1.841,21,6.166666666666667,1.505,18,94.44444444444444,0.6086956521739131,23,3.3,2.203,20,0.0,17,2.5,1.105,26,2.619047619047619,1.596,21,11,2
430,Estar mosqueado,To be pissed off,Alerta antes de enfadarse,Alert before getting angry,6.419354838709677,0.992,31,6.761904761904762,0.436,21,100.0,0.5714285714285714,21,2.3636363636363638,1.733,22,0.0,17,2.0,1.378,21,3.8181818181818183,1.736,22,14,2
431,Estar muerto de frío,To be frozen to death,Tener muchísimo frío,Being very cold,6.774193548387097,0.617,31,6.9523809523809526,0.218,21,100.0,0.875,24,4.818181818181818,2.239,22,5.555555555555555,18,1.7142857142857142,0.784,21,2.6818181818181817,2.009,22,17,4
432,Estar muy verde,To be very green,Sin madurez/poco desarrollado,Not mature/underdeveloped,6.375,0.875,24,6.578947368421052,0.961,19,89.47368421052632,0.6521739130434783,23,4.090909090909091,2.543,22,0.0,20,1.8846153846153846,0.864,26,3.0,1.864,20,13,3
433,Estar negro,To be black,Estar harto,Being fed up,5.571428571428571,1.938,21,5.476190476190476,2.4,20,57.14285714285714,0.16666666666666666,30,4.818181818181818,2.481,22,0.0,17,1.8333333333333333,1.383,19,3.76,2.127,25,10,2
434,Estar para el arrastre,Stand for drag,Agotamiento extremo,Extreme exhaustion,5.523809523809524,1.692,21,6.428571428571429,0.87,20,90.47619047619048,0.8846153846153846,26,3.5,2.018,22,52.17391304347826,23,1.4761904761904763,0.68,22,3.1666666666666665,1.685,24,19,4
435,Estar planchado,To be ironed,Desanimado,Discouraged,3.6451612903225805,2.332,31,3.0,2.049,21,38.095238095238095,0.043478260869565216,23,3.5238095238095237,2.112,21,0.0,17,2.8461538461538463,0.987,13,2.3181818181818183,1.492,22,14,2
436,Estar por los suelos,To be on the floor,Estar desanimado,Being discouraged,5.476190476190476,1.436,21,6.0,1.363,15,93.33333333333333,0.8,30,5.571428571428571,1.748,21,47.61904761904761,21,1.3571428571428572,0.621,28,2.130434782608696,1.766,23,17,4
437,Estar que te sales,To be that you get out from yourself,Hacer algo muy bien,Doing something very well,6.0,1.124,20,6.6,0.754,20,100.0,0.5454545454545454,22,3.8260869565217392,1.723,23,5.263157894736842,19,6.611111111111111,0.778,18,5.72,1.37,25,15,4
438,Estar rascándose las pelotas,To be scratching your balls,Permanecer sin hacer nada,Remaining idle,4.2592592592592595,2.123,27,6.904761904761905,0.301,21,100.0,0.5652173913043478,23,5.7407407407407405,1.992,27,52.17391304347826,23,2.5454545454545454,1.299,22,2.3,1.809,20,25,4
439,Estar rayado,To be scratched,Obsesionado,Obsessed,6.666666666666667,0.856,21,6.722222222222222,0.575,18,100.0,0.25,28,3.5,2.188,20,0.0,17,1.9615384615384615,0.871,26,4.0476190476190474,2.179,21,11,2
440,Estar rendido,To be exhausted,Estar muy cansado,Being very tired,6.041666666666667,1.459,24,6.421052631578948,1.121,19,94.73684210526315,0.8571428571428571,28,5.2272727272727275,2.224,22,0.0,17,2.259259259259259,1.13,27,2.35,1.694,20,12,2
441,Estar reventado,To be bursting,Estar muy cansado,Being very tired,6.8,0.484,30,6.9523809523809526,0.218,21,100.0,0.88,25,3.238095238095238,2.095,21,0.0,17,1.7586206896551724,0.912,29,2.3793103448275863,1.898,29,14,2
442,Estar seco,To be dry,No tener dinero,Not having money,5.095238095238095,1.64,21,5.619047619047619,2.109,20,38.095238095238095,0.22727272727272727,22,5.809523809523809,1.662,21,0.0,17,2.210526315789474,1.182,20,2.652173913043478,1.824,23,9,2
443,Estar sembrado,To be sown,Ocurrente,Being witty,3.9545454545454546,2.535,22,4.954545454545454,2.42,22,36.36363636363637,0.08695652173913043,23,2.5294117647058822,1.841,17,0.0,17,6.421052631578948,0.769,19,5.05,1.932,20,13,2
444,Estar sin blanca,To be without white,No tener dinero,Not having money,5.433333333333334,1.633,30,6.714285714285714,1.309,21,95.23809523809523,0.2608695652173913,23,3.0952380952380953,2.3,21,45.0,20,1.3571428571428572,0.488,28,2.8620689655172415,1.922,29,14,3
445,Estar tirado,To be thrown,Encontrarse abandonado y sin recursos,Being abandoned and without resources,5.238095238095238,1.947,21,5.111111111111111,2.166,18,44.44444444444444,0.7857142857142857,28,5.421052631578948,1.71,19,0.30959752321981426,17,3.076923076923077,1.742,26,2.2,1.576,20,11,2
446,Estar zumbado,To be buzzed,Estar loco (con poco juicio),Being crazy (with poor judgment),6.133333333333334,1.224,30,6.904761904761905,0.301,21,100.0,0.5652173913043478,23,2.9,2.1,20,0.0,17,2.2857142857142856,1.272,28,4.931034482758621,1.51,29,12,2
447,Estimar a ojo de buen cubero,Estimate with the eye of a good cooper,"Calculo intuitivo, sin instrumentos","Intuitive calculation, without instruments",1.8571428571428572,1.38,28,2.473684210526316,2.245,19,26.31578947368421,0.21739130434782608,23,2.1666666666666665,1.467,12,35.0,20,4.125,1.246,8,3.3636363636363638,2.063,11,23,6
448,Estirar la pata,Stretch the leg,Morir,Dying,4.833333333333333,2.036,30,5.9523809523809526,1.746,21,76.19047619047619,0.13043478260869565,23,4.9523809523809526,2.439,21,33.33333333333333,18,1.25,1.143,28,3.6206896551724137,2.411,29,13,3
449,Esto es Jauja,This is Jauja,Próspero y abundante,Prosperous and abundant,4.161290322580645,2.339,31,4.523809523809524,2.421,21,66.66666666666666,0.19230769230769232,26,2.4285714285714284,1.777,21,5.555555555555555,18,3.9411764705882355,1.983,17,4.631578947368421,1.892,19,11,3
450,Esto parece el corral de la Pacheca,This looks like Pacheca's corral,Sitio con mucho barullo,Very noisy site,1.5333333333333334,1.224,30,2.4285714285714284,1.938,21,47.61904761904761,0.44,25,4.076923076923077,2.465,13,11.76470588235294,17,2.0,0.535,15,4.666666666666667,1.715,18,29,7
451,Esto parece el ejército de Pancho Villa,This looks like Pancho Villa's army,Situación caótica y desorganizada,Chaotic and disorganized situation,1.4,1.163,30,1.8095238095238095,1.569,21,19.047619047619047,0.23809523809523808,21,4.363636363636363,2.541,11,15.0,20,2.5,1.309,8,4.0,1.768,17,33,7
452,Estrecharse el cinturón,Tighten your belt,Ahorrar,Save money,3.9523809523809526,2.269,21,5.380952380952381,2.061,20,71.42857142857143,0.16,25,5.761904761904762,1.947,21,35.294117647058826,17,2.9,1.334,21,3.4583333333333335,1.817,24,21,3
454,Faltar el canto de un duro,Missing the edge of a coin,Faltar muy poco,Missing too little,3.380952380952381,2.334,21,4.777777777777778,2.39,18,72.22222222222221,0.34615384615384615,26,3.1875,1.834,16,55.55555555555556,18,3.88,1.236,25,3.2,1.424,15,21,6
455,Faltar un hervor,Missing a boil,Faltar madurez y experiencia,Lacking maturity and experience,5.65,1.565,20,5.35,2.007,20,85.0,0.34782608695652173,23,4.217391304347826,1.953,23,17.391304347826086,23,1.3333333333333333,0.594,18,3.2083333333333335,1.865,24,14,3
456,Faltarle a alguien un tornillo,Missing a screw,Tener poca sensatez,Lack of good sense,5.95,1.234,20,6.65,0.671,20,100.0,0.4583333333333333,24,3.6956521739130435,2.245,23,50.0,20,2.0,0.907,18,3.04,1.369,25,26,5
457,Fusilar un texto,To shoot a text,Copiar un texto,Copying a text,1.25,0.701,28,1.4210526315789473,1.387,19,5.263157894736842,0.043478260869565216,23,2.8666666666666667,2.1,15,0.0,18,2.142857142857143,1.215,7,2.4615384615384617,1.391,13,14,3
458,Ganar cuatro perras,To earn four bucks,Ganar muy poco dinero,To earn too little money,4.107142857142857,2.043,28,6.421052631578948,1.502,19,94.73684210526315,0.4642857142857143,28,4.333333333333333,2.326,18,8.695652173913043,23,3.3125,1.991,16,3.090909090909091,1.571,22,17,3
459,Ganarse algo a pulso,Earn something by hand,Conseguir algo con gran esfuerzo,Achieving something with great effort,5.809523809523809,1.436,21,6.75,0.444,20,95.0,0.7142857142857143,21,4.130434782608695,1.866,23,65.0,20,4.380952380952381,2.012,21,4.818181818181818,1.402,22,17,4
460,Ganarse el cielo,To earn the sky,Ser digno de admiración por su sufrimiento,Being worthy of admiration for his suffering,5.214285714285714,1.315,28,6.473684210526316,0.964,19,94.73684210526315,0.6,30,2.8947368421052633,2.079,19,20.0,20,6.473684210526316,0.697,19,5.1923076923076925,1.877,26,14,3
461,Ganarse las lentejas,To earn the lentils,Ganarse la vida,Earning a living,3.111111111111111,1.908,27,4.714285714285714,2.217,21,71.42857142857143,0.391304347826087,23,4.6923076923076925,2.311,26,11.11111111111111,18,6.0476190476190474,0.74,21,4.2,1.373,15,18,3
462,Golpear en la línea de flotación,Hitting the waterline,Atacar el punto débil,Attacking the weak point,1.4193548387096775,0.923,31,2.0,1.949,21,23.809523809523807,0.25,28,4.5,1.543,18,0.0,20,3.75,1.982,8,3.25,1.035,8,27,6
463,Guardar cama,Saving the bed,Descansar en cama por enfermedad,Resting in bed due to illness,3.227272727272727,2.266,22,3.6363636363636362,2.718,22,40.909090909090914,0.5652173913043478,23,4.75,1.612,16,0.0,20,2.9285714285714284,1.207,14,2.6363636363636362,1.866,22,11,2
464,Guardar las apariencias,Keeping up appearances,Disimular la realidad para evitar críticas,Disguise reality to avoid criticism,5.451612903225806,1.69,31,5.666666666666667,1.56,21,76.19047619047619,0.7727272727272727,22,3.1818181818181817,2.039,22,13.043478260869565,23,4.35,1.268,20,2.3636363636363638,1.399,22,21,3
465,Ha salido rana,It has gone frog,Ha salido mal (o defectuoso),Has gone wrong (or defective),4.291666666666667,2.116,24,5.0,2.404,19,73.68421052631578,0.13043478260869565,23,2.380952380952381,1.687,21,5.0,20,2.0869565217391304,0.793,23,2.2777777777777777,0.895,18,12,3
466,Haber mucha tela que cortar,There's a lot of fabric to be cut,Mucha materia/trabajo para tratar/hacer,Too much material/work to try/do,3.193548387096774,1.957,31,3.4761904761904763,2.112,21,57.14285714285714,0.6521739130434783,23,5.363636363636363,1.965,22,40.0,20,3.0,1.155,16,3.5,2.007,18,23,5
467,Hablar a toro pasado,Speak when bull has past,Hablar cuando ya se conoce el resultado,Talking when the outcome is already known,2.5714285714285716,1.777,21,2.761904761904762,2.448,20,23.809523809523807,0.08695652173913043,23,1.8,1.082,15,20.0,20,3.5454545454545454,0.522,12,2.727272727272727,1.316,22,17,4
468,Hablar con la pared,Talking to the wall,Hablar con alguien que no nos escucha,Talking to someone who won't listen,5.678571428571429,1.492,28,6.578947368421052,0.692,19,100.0,0.7142857142857143,21,5.315789473684211,2.029,19,52.94117647058824,17,2.3684210526315788,1.065,19,1.9615384615384615,1.28,26,16,4
